Photo_ID,Original_ID,Serial_number,filename,width,height,resolutions,Catalogue_number,Accepted Name,Genus,Species,Abbreviation,Subspecific Taxon Text,Authorship,Verification Status
349,706162_02,706162,349.jpg,2560,2048,2560_2048,K:MSB-000706162,Isochilus carnosiflorus,Isochilus,carnosiflorus,,,Lindl.,Verified by Kew
350,706162_03,706162,350.jpg,2560,2048,2560_2048,K:MSB-000706162,Isochilus carnosiflorus,Isochilus,carnosiflorus,,,Lindl.,Verified by Kew
351,642660_00,642660,351.jpg,2560,1920,2560_1920,K:MSB-000642660,Epidendrum nocturnum,Epidendrum,nocturnum,,,Jacq.,Verified by Kew
352,642660_01,642660,352.jpg,2560,1920,2560_1920,K:MSB-000642660,Epidendrum nocturnum,Epidendrum,nocturnum,,,Jacq.,Verified by Kew
353,642660_02,642660,353.jpg,2560,1920,2560_1920,K:MSB-000642660,Epidendrum nocturnum,Epidendrum,nocturnum,,,Jacq.,Verified by Kew
354,652351_00,652351,354.jpg,2560,1920,2560_1920,K:MSB-000652351,Dendrobium sladei,Dendrobium,sladei,,,J.J.Wood & P.J.Cribb,Verified by Kew
355,652351_01,652351,355.jpg,2560,1920,2560_1920,K:MSB-000652351,Dendrobium sladei,Dendrobium,sladei,,,J.J.Wood & P.J.Cribb,Verified by Kew
356,652351_02,652351,356.jpg,2560,1920,2560_1920,K:MSB-000652351,Dendrobium sladei,Dendrobium,sladei,,,J.J.Wood & P.J.Cribb,Verified by Kew
357,693215_00,693215,357.jpg,2560,2048,2560_2048,K:MSB-000693215,Dendrobium loddigesii,Dendrobium,loddigesii,,,Rolfe,Verified by Kew
358,693215_01,693215,358.jpg,2560,2048,2560_2048,K:MSB-000693215,Dendrobium loddigesii,Dendrobium,loddigesii,,,Rolfe,Verified by Kew
359,693215_02,693215,359.jpg,2560,2048,2560_2048,K:MSB-000693215,Dendrobium loddigesii,Dendrobium,loddigesii,,,Rolfe,Verified by Kew
360,661805_00,661805,360.jpg,2560,2048,2560_2048,K:MSB-000661805,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
361,661805_01,661805,361.jpg,2560,2048,2560_2048,K:MSB-000661805,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
362,661805_02,661805,362.jpg,2560,2048,2560_2048,K:MSB-000661805,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
363,661805_03,661805,363.jpg,2560,2048,2560_2048,K:MSB-000661805,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
364,309529_00,309529,364.jpg,2560,2048,2560_2048,K:MSB-000309529,Coelogyne cymbidioides,Coelogyne,cymbidioides,,,Rchb.f.,Identification by collector unverified
365,309529_01,309529,365.jpg,2560,2048,2560_2048,K:MSB-000309529,Coelogyne cymbidioides,Coelogyne,cymbidioides,,,Rchb.f.,Identification by collector unverified
366,309529_02,309529,366.jpg,2560,2048,2560_2048,K:MSB-000309529,Coelogyne cymbidioides,Coelogyne,cymbidioides,,,Rchb.f.,Identification by collector unverified
367,294807_00,294807,367.jpg,2560,2048,2560_2048,K:MSB-000294807,Coelogyne susanae,Coelogyne,susanae,,,P.J.Cribb & B.A.Lewis,Verified by Kew
368,294807_01,294807,368.jpg,2560,2048,2560_2048,K:MSB-000294807,Coelogyne susanae,Coelogyne,susanae,,,P.J.Cribb & B.A.Lewis,Verified by Kew
369,294807_02,294807,369.jpg,2560,2048,2560_2048,K:MSB-000294807,Coelogyne susanae,Coelogyne,susanae,,,P.J.Cribb & B.A.Lewis,Verified by Kew
370,299178_00,299178,370.jpg,2560,2048,2560_2048,K:MSB-000299178,Dendrobium polyanthum,Dendrobium,polyanthum,,,Wall. ex Lindl.,Verified by Kew
371,299178_01,299178,371.jpg,2560,2048,2560_2048,K:MSB-000299178,Dendrobium polyanthum,Dendrobium,polyanthum,,,Wall. ex Lindl.,Verified by Kew
372,299178_02,299178,372.jpg,2560,2048,2560_2048,K:MSB-000299178,Dendrobium polyanthum,Dendrobium,polyanthum,,,Wall. ex Lindl.,Verified by Kew
373,663566_00,663566,373.jpg,2560,2048,2560_2048,K:MSB-000663566,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
374,663566_01,663566,374.jpg,2560,2048,2560_2048,K:MSB-000663566,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
375,663566_02,663566,375.jpg,2560,2048,2560_2048,K:MSB-000663566,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
376,313997_00,313997,376.jpg,2560,2048,2560_2048,K:MSB-000313997,Oncidium reflexum,Oncidium,reflexum,,,Lindl.,Identification by collector unverified
377,313997_01,313997,377.jpg,2560,2048,2560_2048,K:MSB-000313997,Oncidium reflexum,Oncidium,reflexum,,,Lindl.,Identification by collector unverified
378,313997_02,313997,378.jpg,2560,2048,2560_2048,K:MSB-000313997,Oncidium reflexum,Oncidium,reflexum,,,Lindl.,Identification by collector unverified
379,649142_00,649142,379.jpg,2560,2048,2560_2048,K:MSB-000649142,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
380,649142_01,649142,380.jpg,2560,2048,2560_2048,K:MSB-000649142,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
381,649142_02,649142,381.jpg,2560,2048,2560_2048,K:MSB-000649142,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
382,649142_03,649142,382.jpg,2560,2048,2560_2048,K:MSB-000649142,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
383,649142_04,649142,383.jpg,2560,2048,2560_2048,K:MSB-000649142,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
384,649142_05,649142,384.jpg,2560,2048,2560_2048,K:MSB-000649142,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
385,649142_06,649142,385.jpg,2560,2048,2560_2048,K:MSB-000649142,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
386,636748_00,636748,386.jpg,2560,2048,2560_2048,K:MSB-000636748,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
387,636748_01,636748,387.jpg,2560,2048,2560_2048,K:MSB-000636748,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
388,636748_02,636748,388.jpg,2560,2048,2560_2048,K:MSB-000636748,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
389,636748_03,636748,389.jpg,2560,2048,2560_2048,K:MSB-000636748,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
390,642408_00,642408,390.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
391,642408_01,642408,391.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
392,642408_02,642408,392.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
393,642408_03,642408,393.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
394,642408_04,642408,394.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
395,661735_00,661735,395.jpg,2560,2048,2560_2048,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
396,661735_01,661735,396.jpg,2560,2048,2560_2048,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
397,661735_02,661735,397.jpg,2560,2048,2560_2048,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
398,661735_03,661735,398.jpg,2560,2048,2560_2048,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
399,661735_04,661735,399.jpg,2560,2048,2560_2048,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
400,784720_00,784720,400.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
401,784720_01,784720,401.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
402,784720_02,784720,402.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
403,784720_03,784720,403.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
404,784720_04,784720,404.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
405,642372_00,642372,405.jpg,2560,2048,2560_2048,K:MSB-000642372,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
406,642372_01,642372,406.jpg,2560,2048,2560_2048,K:MSB-000642372,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
407,642372_02,642372,407.jpg,2560,2048,2560_2048,K:MSB-000642372,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
408,642372_03,642372,408.jpg,2560,2048,2560_2048,K:MSB-000642372,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
409,642372_04,642372,409.jpg,2560,2048,2560_2048,K:MSB-000642372,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
410,642394_00,642394,410.jpg,2560,2048,2560_2048,K:MSB-000642394,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
411,642394_01,642394,411.jpg,2560,2048,2560_2048,K:MSB-000642394,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
412,642394_02,642394,412.jpg,2560,2048,2560_2048,K:MSB-000642394,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
413,288424_00,288424,413.jpg,2560,2048,2560_2048,K:MSB-000288424,Helleriella guerrerensis,Helleriella,guerrerensis,,,Dressler & Hágsater,Verified by other institution
414,288424_01,288424,414.jpg,2560,2048,2560_2048,K:MSB-000288424,Helleriella guerrerensis,Helleriella,guerrerensis,,,Dressler & Hágsater,Verified by other institution
415,288424_02,288424,415.jpg,2560,2048,2560_2048,K:MSB-000288424,Helleriella guerrerensis,Helleriella,guerrerensis,,,Dressler & Hágsater,Verified by other institution
416,288424_03,288424,416.jpg,2560,2048,2560_2048,K:MSB-000288424,Helleriella guerrerensis,Helleriella,guerrerensis,,,Dressler & Hágsater,Verified by other institution
417,291150_00,291150,417.jpg,2560,2048,2560_2048,K:MSB-000291150,Angraecum birrimense,Angraecum,birrimense,,,Rolfe,Verified by Kew
418,291150_01,291150,418.jpg,2560,2048,2560_2048,K:MSB-000291150,Angraecum birrimense,Angraecum,birrimense,,,Rolfe,Verified by Kew
419,311867_00,311867,419.jpg,2560,2048,2560_2048,K:MSB-000311867,Phalaenopsis mariae,Phalaenopsis,mariae,,,Burb.ex R.Warner & H.Williams,Verified by Kew
420,311867_01,311867,420.jpg,2560,2048,2560_2048,K:MSB-000311867,Phalaenopsis mariae,Phalaenopsis,mariae,,,Burb.ex R.Warner & H.Williams,Verified by Kew
421,878225_00,878225,421.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
422,878225_01,878225,422.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
423,878225_02,878225,423.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
424,878225_03,878225,424.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
426,834511_00,834511,426.jpg,2560,2048,2560_2048,K:MSB-000834511,Polystachya foliosa,Polystachya,foliosa,,,(Hook.) Rchb.f.,Verified by Kew
427,834511_01,834511,427.jpg,2560,2048,2560_2048,K:MSB-000834511,Polystachya foliosa,Polystachya,foliosa,,,(Hook.) Rchb.f.,Verified by Kew
428,834511_02,834511,428.jpg,2560,2048,2560_2048,K:MSB-000834511,Polystachya foliosa,Polystachya,foliosa,,,(Hook.) Rchb.f.,Verified by Kew
429,830786_00,830786,429.jpg,2560,2048,2560_2048,K:MSB-000830786,Vandopsis gigantea,Vandopsis,gigantea,,,(Lindl.) Pfitzer,Verified by Kew
430,830786_01,830786,430.jpg,2560,2048,2560_2048,K:MSB-000830786,Vandopsis gigantea,Vandopsis,gigantea,,,(Lindl.) Pfitzer,Verified by Kew
431,830719_00,830719,431.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
432,830719_01,830719,432.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
433,830719_02,830719,433.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
434,830719_03,830719,434.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
435,834522_00,834522,435.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
436,834522_01,834522,436.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
437,834522_02,834522,437.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
438,834522_03,834522,438.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
439,834647_00,834647,439.jpg,2560,2048,2560_2048,K:MSB-000834647,Stanhopea wardii,Stanhopea,wardii,,,Lodd. ex Lindl.,Verified by Kew
440,834647_01,834647,440.jpg,2560,2048,2560_2048,K:MSB-000834647,Stanhopea wardii,Stanhopea,wardii,,,Lodd. ex Lindl.,Verified by Kew
441,834647_02,834647,441.jpg,2560,2048,2560_2048,K:MSB-000834647,Stanhopea wardii,Stanhopea,wardii,,,Lodd. ex Lindl.,Verified by Kew
442,834647_03,834647,442.jpg,2560,2048,2560_2048,K:MSB-000834647,Stanhopea wardii,Stanhopea,wardii,,,Lodd. ex Lindl.,Verified by Kew
443,834647_04,834647,443.jpg,2560,2048,2560_2048,K:MSB-000834647,Stanhopea wardii,Stanhopea,wardii,,,Lodd. ex Lindl.,Verified by Kew
444,830708_00,830708,444.jpg,2560,2048,2560_2048,K:MSB-000830708,Polystachya rosea,Polystachya,rosea,,,Ridl.,Verified by Kew
445,830708_01,830708,445.jpg,2560,2048,2560_2048,K:MSB-000830708,Polystachya rosea,Polystachya,rosea,,,Ridl.,Verified by Kew
446,830708_02,830708,446.jpg,2560,2048,2560_2048,K:MSB-000830708,Polystachya rosea,Polystachya,rosea,,,Ridl.,Verified by Kew
447,877273_00,877273,447.jpg,2560,2048,2560_2048,K:MSB-000877273,Coryanthes macrantha,Coryanthes,macrantha,,,(Hook.) Hook.,Verified by Kew
448,877273_01,877273,448.jpg,2560,2048,2560_2048,K:MSB-000877273,Coryanthes macrantha,Coryanthes,macrantha,,,(Hook.) Hook.,Verified by Kew
449,877273_02,877273,449.jpg,2560,2048,2560_2048,K:MSB-000877273,Coryanthes macrantha,Coryanthes,macrantha,,,(Hook.) Hook.,Verified by Kew
450,877273_03,877273,450.jpg,2560,2048,2560_2048,K:MSB-000877273,Coryanthes macrantha,Coryanthes,macrantha,,,(Hook.) Hook.,Verified by Kew
451,877273_04,877273,451.jpg,2560,2048,2560_2048,K:MSB-000877273,Coryanthes macrantha,Coryanthes,macrantha,,,(Hook.) Hook.,Verified by Kew
452,877181_00,877181,452.jpg,2560,2048,2560_2048,K:MSB-000877181,Cymbidium rectum,Cymbidium,rectum,,,Ridl.,Verified by Kew
453,877181_01,877181,453.jpg,2560,2048,2560_2048,K:MSB-000877181,Cymbidium rectum,Cymbidium,rectum,,,Ridl.,Verified by Kew
454,877181_02,877181,454.jpg,2560,2048,2560_2048,K:MSB-000877181,Cymbidium rectum,Cymbidium,rectum,,,Ridl.,Verified by Kew
455,877181_03,877181,455.jpg,2560,2048,2560_2048,K:MSB-000877181,Cymbidium rectum,Cymbidium,rectum,,,Ridl.,Verified by Kew
456,877284_00,877284,456.jpg,2560,2048,2560_2048,K:MSB-000877284,Jacquiniella equitantifolia,Jacquiniella,equitantifolia,,,(Ames) Dressler,Verified by Kew
457,877284_01,877284,457.jpg,2560,2048,2560_2048,K:MSB-000877284,Jacquiniella equitantifolia,Jacquiniella,equitantifolia,,,(Ames) Dressler,Verified by Kew
458,877284_02,877284,458.jpg,2560,2048,2560_2048,K:MSB-000877284,Jacquiniella equitantifolia,Jacquiniella,equitantifolia,,,(Ames) Dressler,Verified by Kew
459,917258_00,917258,459.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
460,917258_01,917258,460.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
461,917258_02,917258,461.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
462,917258_03,917258,462.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
463,917258_04,917258,463.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
464,917258_05,917258,464.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
465,917258_06,917258,465.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
466,933539_00,933539,466.jpg,2560,2048,2560_2048,K:MSB-000933539,Coelogyne imbricata,Coelogyne,imbricata,,,(Lindl.) Rchb.f.,Provisional identification
467,933539_01,933539,467.jpg,2560,2048,2560_2048,K:MSB-000933539,Coelogyne imbricata,Coelogyne,imbricata,,,(Lindl.) Rchb.f.,Provisional identification
468,933539_02,933539,468.jpg,2560,2048,2560_2048,K:MSB-000933539,Coelogyne imbricata,Coelogyne,imbricata,,,(Lindl.) Rchb.f.,Provisional identification
469,933539_03,933539,469.jpg,2560,2048,2560_2048,K:MSB-000933539,Coelogyne imbricata,Coelogyne,imbricata,,,(Lindl.) Rchb.f.,Provisional identification
470,961620_00,961620,470.jpg,2560,2048,2560_2048,K:MSB-000961620,Bulbophyllum quadrangulare,Bulbophyllum,quadrangulare,,,J.J.Sm.,Verified by Kew
471,961620_01,961620,471.jpg,2560,2048,2560_2048,K:MSB-000961620,Bulbophyllum quadrangulare,Bulbophyllum,quadrangulare,,,J.J.Sm.,Verified by Kew
472,1034455_00,1034455,472.jpg,2560,2048,2560_2048,K:MSB-001034455,Maxillaria schunkeana,Maxillaria,schunkeana,,,Campacci & Kautsky,Provisional identification
473,1034455_01,1034455,473.jpg,2560,2048,2560_2048,K:MSB-001034455,Maxillaria schunkeana,Maxillaria,schunkeana,,,Campacci & Kautsky,Provisional identification
474,1034455_02,1034455,474.jpg,2560,2048,2560_2048,K:MSB-001034455,Maxillaria schunkeana,Maxillaria,schunkeana,,,Campacci & Kautsky,Provisional identification
475,1034499_00,1034499,475.jpg,2560,2048,2560_2048,K:MSB-001034499,Maxillaria violaceopunctata,Maxillaria,violaceopunctata,,,Rchb.f.,Provisional identification
476,1034499_01,1034499,476.jpg,2560,2048,2560_2048,K:MSB-001034499,Maxillaria violaceopunctata,Maxillaria,violaceopunctata,,,Rchb.f.,Provisional identification
477,1034499_02,1034499,477.jpg,2560,2048,2560_2048,K:MSB-001034499,Maxillaria violaceopunctata,Maxillaria,violaceopunctata,,,Rchb.f.,Provisional identification
478,1037685_00,1037685,478.jpg,2560,2048,2560_2048,K:MSB-001037685,Maxillaria porrecta,Maxillaria,porrecta,,,Lindl.,Provisional identification
479,1037685_01,1037685,479.jpg,2560,2048,2560_2048,K:MSB-001037685,Maxillaria porrecta,Maxillaria,porrecta,,,Lindl.,Provisional identification
480,1037685_02,1037685,480.jpg,2560,2048,2560_2048,K:MSB-001037685,Maxillaria porrecta,Maxillaria,porrecta,,,Lindl.,Provisional identification
482,834511_00,834511,482.jpg,2560,2048,2560_2048,K:MSB-000834511,Polystachya foliosa,Polystachya,foliosa,,,(Hook.) Rchb.f.,Verified by Kew
483,834511_01,834511,483.jpg,2560,2048,2560_2048,K:MSB-000834511,Polystachya foliosa,Polystachya,foliosa,,,(Hook.) Rchb.f.,Verified by Kew
484,834511_02,834511,484.jpg,2560,2048,2560_2048,K:MSB-000834511,Polystachya foliosa,Polystachya,foliosa,,,(Hook.) Rchb.f.,Verified by Kew
485,830708_00,830708,485.jpg,2560,2048,2560_2048,K:MSB-000830708,Polystachya rosea,Polystachya,rosea,,,Ridl.,Verified by Kew
486,830708_01,830708,486.jpg,2560,2048,2560_2048,K:MSB-000830708,Polystachya rosea,Polystachya,rosea,,,Ridl.,Verified by Kew
487,830708_02,830708,487.jpg,2560,2048,2560_2048,K:MSB-000830708,Polystachya rosea,Polystachya,rosea,,,Ridl.,Verified by Kew
488,830719_00,830719,488.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
489,830719_01,830719,489.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
490,830719_02,830719,490.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
491,830719_03,830719,491.jpg,2560,2048,2560_2048,K:MSB-000830719,Dendrobium tetragonum,Dendrobium,tetragonum,,,A.Cunn.,Verified by Kew
492,830786_00,830786,492.jpg,2560,2048,2560_2048,K:MSB-000830786,Vandopsis gigantea,Vandopsis,gigantea,,,(Lindl.) Pfitzer,Verified by Kew
493,830786_01,830786,493.jpg,2560,2048,2560_2048,K:MSB-000830786,Vandopsis gigantea,Vandopsis,gigantea,,,(Lindl.) Pfitzer,Verified by Kew
494,830786_02,830786,494.jpg,2560,2048,2560_2048,K:MSB-000830786,Vandopsis gigantea,Vandopsis,gigantea,,,(Lindl.) Pfitzer,Verified by Kew
495,834522_00,834522,495.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
496,834522_01,834522,496.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
497,834522_02,834522,497.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
498,834522_03,834522,498.jpg,2560,2048,2560_2048,K:MSB-000834522,Scaphyglottis pulchella,Scaphyglottis,pulchella,,,(Schltr.) L.O.Williams,Verified by Kew
499,877284_00,877284,499.jpg,2560,2048,2560_2048,K:MSB-000877284,Jacquiniella equitantifolia,Jacquiniella,equitantifolia,,,(Ames) Dressler,Verified by Kew
500,877284_01,877284,500.jpg,2560,2048,2560_2048,K:MSB-000877284,Jacquiniella equitantifolia,Jacquiniella,equitantifolia,,,(Ames) Dressler,Verified by Kew
501,877284_02,877284,501.jpg,2560,2048,2560_2048,K:MSB-000877284,Jacquiniella equitantifolia,Jacquiniella,equitantifolia,,,(Ames) Dressler,Verified by Kew
502,878225_00,878225,502.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
503,878225_01,878225,503.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
504,878225_02,878225,504.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
505,878225_03,878225,505.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
506,878225_04,878225,506.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
507,878225_05,878225,507.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
508,878225_06,878225,508.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
509,878225_07,878225,509.jpg,2560,2048,2560_2048,K:MSB-000878225,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by Kew
510,291150_00,291150,510.jpg,2560,2048,2560_2048,K:MSB-000291150,Angraecum birrimense,Angraecum,birrimense,,,Rolfe,Verified by Kew
511,291150_01,291150,511.jpg,2560,2048,2560_2048,K:MSB-000291150,Angraecum birrimense,Angraecum,birrimense,,,Rolfe,Verified by Kew
512,291150_02,291150,512.jpg,2560,2048,2560_2048,K:MSB-000291150,Angraecum birrimense,Angraecum,birrimense,,,Rolfe,Verified by Kew
513,917258_00,917258,513.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
514,917258_01,917258,514.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
515,917258_02,917258,515.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
516,917258_03,917258,516.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
517,917258_04,917258,517.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
518,917258_05,917258,518.jpg,2560,2048,2560_2048,K:MSB-000917258,Dendrobium stuposum,Dendrobium,stuposum,,,Lindl.,Verified by Kew
